275.25,276.299988,271.75,272.149994,12001891
273,273.5,264.200012,265,13960959
267.299988,269.75,263.049988,267.850006,18643235
268.049988,271.450012,265.5,270.149994,12965149
270,274.399994,268.950012,273.799988,15355368
268,268,261.549988,262.350006,22806599
264.299988,264.700012,261.100006,262.600006,8810810
